data,consumidores,consumo_kw,"temperatura_do_ar___bulbo_seco,_horaria_(c)",temperatura_do_ponto_de_orvalho_(c),temperatura_maxima_na_hora_ant._(aut)_(c),temperatura_minima_na_hora_ant._(aut)_(c),temperatura_orvalho_max._na_hora_ant._(aut)_(c),temperatura_orvalho_min._na_hora_ant._(aut)_(c),temp._ins._(c),temp._max._(c),temp._min._(c)
20140501,159,5671,,,,,,,,,
20110901,185,1330,,,,,,,,,
20211201,205721,"56072,754",,,,,,,,,
20141101,52,1226,,,,,,,,,
20160301,42784,23577,,,,,,,,,
20120401,2,35,,,,,,,,,
20171201,4859,3772,,,,,,,,,
20211201,27941,"12406,958",,,,,,,,,
20201101,8,"1,126",,,,,,,,,
20140301,1011,4,,,,,,,,,
20210201,"24259,865","8780,591",,,,,,,,,
20210801,136845,"4554,564",,,,,,,,,
20131201,30,1266,,,,,,,,,
20241101,1,"50,624",,,,,,,,,
20111201,6,45,,,,,,,,,
20151101,2,34,,,,,,,,,
20181001,121,"33,915",,,,,,,,,
20210101,,10,,,,,,,,,
20160801,389327,7185,,,,,,,,,
20230801,19384,"6679,768",,,,,,,,,
20180201,1,"11,517",,,,,,,,,
20131001,6658,9684,,,,,,,,,
20130401,4,115,,,,,,,,,
20151201,99,65,,,,,,,,,
20191201,1,"0,104",,,,,,,,,
20180601,27639,"23903,404",,,,,,,,,
20200201,1097,"155,917",,,,,,,,,
20180701,5,142,,,,,,,,,
20140901,12,11,,,,,,,,,
20230401,1,"0,084",,,,,,,,,
20181001,47,"63,024",,,,,,,,,
20211001,1,"9,137",,,,,,,,,
20110701,3,112,,,,,,,,,
20180201,93,"196,103",,,,,,,,,
20180301,179,"3339,231",,,,,,,,,
20110801,5,252,,,,,,,,,
20230801,36,7182,,,,,,,,,
20240401,473,"58,023",,,,,,,,,
20211101,1,45,,,,,,,,,
20131101,1390,2964,,,,,,,,,
20190601,4,"749,018",,,,,,,,,
20230601,1,197,,,,,,,,,
20150401,10,7,,,,,,,,,
20180501,3033,"956,604",,,,,,,,,
20200201,68,"18,395",,,,,,,,,
20211001,1,"6,059",,,,,,,,,
20210201,22605,"1571,706",,,,,,,,,
20190101,110,8963,,,,,,,,,
20121201,26,403,,,,,,,,,
20160301,171,303,,,,,,,,,
20131001,1,24,,,,,,,,,
20230401,16789,"7280,474",,,,,,,,,
20130301,2,1,,,,,,,,,
20240101,714,"12818,704",,,,,,,,,
20240601,12791,"885,123",,,,,,,,,
20221001,154939,"15914,652",,,,,,,,,
20191001,4,,,,,,,,,,
2024/01/01,,,20,19,"20,1","19,4","19,2","18,5",,,
20241201,8,"5951,495",,,,,,,,,
20121201,4602,17,,,,,,,,,
20110101,82,4184,,,,,,,,,
20150801,210,6081,,,,,,,,,
20201101,158,25324,,,,,,,,,
20220201,4968,4415,,,,,,,,,
20110701,34,86,,,,,,,,,
20220701,2426,212,,,,,,,,,
20221201,2,"50,119",,,,,,,,,
20200601,5,"4427,625",,,,,,,,,
20241201,24,"4,922",,,,,,,,,
20110301,1,123,,,,,,,,,
20210601,1154,"34,009",,,,,,,,,
20191201,739,"1311,592",,,,,,,,,
20120901,191,38,,,,,,,,,
20180501,,"1713,415",,,,,,,,,
20200801,2275,"1678,43",,,,,,,,,
20130301,95,1437,,,,,,,,,
20211101,167,27,,,,,,,,,
20200401,3,50,,,,,,,,,
20160201,4028,9983,,,,,,,,,
20150301,71,20248,,,,,,,,,
20190901,"1893,32","1182,493",,,,,,,,,
20110401,21,42,,,,,,,,,
20110501,926,58019,,,,,,,,,
20150901,4,5607,,,,,,,,,
20120201,2,18,,,,,,,,,
20110901,1,4815,,,,,,,,,
20241001,44,"835,132",,,,,,,,,
20220901,5,1110,,,,,,,,,
20221201,8,,,,,,,,,,
20191201,444,"4508,052",,,,,,,,,
20120201,3,54361,,,,,,,,,
20180501,3,"1,61",,,,,,,,,
20120401,59,1856,,,,,,,,,
20120301,16766,10796,,,,,,,,,
20230601,3,"306,789",,,,,,,,,
20130101,219,121,,,,,,,,,
20151201,"744,6","40921,577",,,,,,,,,
20121001,105722,57542,,,,,,,,,
20151201,65753,1973,,,,,,,,,
20160101,8,5063,,,,,,,,,
20211001,5,"351,719",,,,,,,,,
20140701,158979,45015,,,,,,,,,
20200801,13,"2,345",,,,,,,,,
20120501,30098,16403,,,,,,,,,
20120901,1,107,,,,,,,,,
20150601,19,,,,,,,,,,
20210401,1053,"704,092",,,,,,,,,
20241101,278,585,,,,,,,,,
20120101,80,957,,,,,,,,,
20120301,60,3294,,,,,,,,,
20200201,43,"5,943",,,,,,,,,
20110701,2,8245,,,,,,,,,
20211101,11,"4,494",,,,,,,,,
20130701,63,14,,,,,,,,,
20150401,199019,13844,,,,,,,,,
2024/08/23,,,"22,8","5,4","25,7","22,8",6,"5,4",,,
20140101,41873,17180,,,,,,,,,
20240601,300,"8947,576",,,,,,,,,
20110201,,433160,,,,,,,,,
20120701,3,233,,,,,,,,,
20120601,4,2,,,,,,,,,
20140601,130,16068,,,,,,,,,
20120501,395034,54371,,,,,,,,,
20150801,5,217,,,,,,,,,
20240601,31,"591,081",,,,,,,,,
20160501,4,4952,,,,,,,,,
20150201,2,702,,,,,,,,,
20110601,78,3443,,,,,,,,,
20120701,2,95,,,,,,,,,
20120501,1,464,,,,,,,,,
20180501,2,293,,,,,,,,,
20190401,361,"514,119",,,,,,,,,
20110801,208,15609,,,,,,,,,
20110701,74842,8210,,,,,,,,,
20140901,14189,8417,,,,,,,,,
20240501,228,"268,667",,,,,,,,,
20130801,51,8,,,,,,,,,
20220101,1285,"1252,704",,,,,,,,,
20211101,"4548,263","13434,68",,,,,,,,,
20120901,523,32894,,,,,,,,,
20170601,25,563,,,,,,,,,
20131201,7126,5656,,,,,,,,,
20140801,118,6683,,,,,,,,,
20230201,2,"1295,939",,,,,,,,,
20230601,449,"281,371",,,,,,,,,
20190501,770,"26059,672",,,,,,,,,
20110201,798065,196557,,,,,,,,,
20181101,161,"288,988",,,,,,,,,
20181101,312,"9394,627",,,,,,,,,
20210801,11314,"10128,445",,,,,,,,,
20140201,2,6520,,,,,,,,,
20170101,90,2827,,,,,,,,,
20140801,12527,5593,,,,,,,,,
20140101,875,32357,,,,,,,,,
20220101,35,"271198,032",,,,,,,,,
20150301,26295,1765,,,,,,,,,
2024/12/27,,,"23,8","19,1","23,8","21,6","19,1",18,,,
20200801,3,"2114,769",,,,,,,,,
20160701,63,1075,,,,,,,,,
20230701,63988,"33857,428",,,,,,,,,
20230501,,"214,307",,,,,,,,,
20141101,8,865,,,,,,,,,
20180901,14615,"5019,169",,,,,,,,,
20120901,641,11724,,,,,,,,,
20240301,8305,"596,468",,,,,,,,,
20120301,5,176,,,,,,,,,
20220301,64246,"16878,187",,,,,,,,,
20240101,256,"5376,469",,,,,,,,,
20130901,2715,78026,,,,,,,,,
20121001,1,1,,,,,,,,,
20190601,23,"338,748",,,,,,,,,
20121201,79753,22514,,,,,,,,,
20240601,247,"156,999",,,,,,,,,
20161001,289501,42432,,,,,,,,,
20120201,1,7164,,,,,,,,,
20150801,14122,6316,,,,,,,,,
20221101,124,"17,698",,,,,,,,,
20140901,1,14661,,,,,,,,,
20150801,47429,321,,,,,,,,,
20191001,20,"1599,593",,,,,,,,,
20200901,4705,"126503,127",,,,,,,,,
20191001,5,"0,15",,,,,,,,,
20240101,8,"0,266",,,,,,,,,
20180701,50,"14,867",,,,,,,,,
20220801,12,"1,973",,,,,,,,,
20230401,1,"3,521",,,,,,,,,
20170401,4,1,,,,,,,,,
20230701,900,"411,359",,,,,,,,,
20190301,305,"241,407",,,,,,,,,
20170101,6069,4420,,,,,,,,,
20150201,5167,304934,,,,,,,,,
20170301,14556,8546,,,,,,,,,
20180501,154889,"34056,267",,,,,,,,,
20150101,76052,53923,,,,,,,,,
20231201,2,"3911,202",,,,,,,,,
20180601,215,"274,678",,,,,,,,,
20140501,23653,10575,,,,,,,,,
20140201,3,47,,,,,,,,,
20220201,5,"0,117",,,,,,,,,
20150401,34,3,,,,,,,,,
20210401,279,"19,448",,,,,,,,,
20170101,255660,37693,,,,,,,,,
20191101,1,"1360,095",,,,,,,,,
20170201,20,48,,,,,,,,,
20220101,188747,"22421,688",,,,,,,,,
20141101,4,2,,,,,,,,,
20190401,80,6,,,,,,,,,
20200701,264,"55,036",,,,,,,,,
20190601,18056,"2681,784",,,,,,,,,
20150401,3841,3114,,,,,,,,,
20150401,676157,101861,,,,,,,,,
20210801,754,"17179,337",,,,,,,,,
20131101,745,323,,,,,,,,,
20210301,3,9952,,,,,,,,,
20170901,3,86,,,,,,,,,
20200601,17418,9126,,,,,,,,,
20181101,152,4990,,,,,,,,,
20170201,1,6101,,,,,,,,,
20241001,983,"20794,269",,,,,,,,,
20221001,2,,,,,,,,,,
20170501,36,181,,,,,,,,,
2024/11/01,,,"18,7","14,8","18,9","18,2","14,8","14,3",,,
20210401,63,10,,,,,,,,,
20111101,102,7,,,,,,,,,
20230701,126,"3,729",,,,,,,,,
20201201,40,8513,,,,,,,,,
20240601,"23116,169","11206,99",,,,,,,,,
20140301,817,20553,,,,,,,,,
20240301,1,"0,135",,,,,,,,,
20140201,181,9014,,,,,,,,,
20140201,2412,4340,,,,,,,,,
20140801,84,4816,,,,,,,,,
20160701,115,10874,,,,,,,,,
20191101,"128,774","17,227",,,,,,,,,
20210501,,"1,539",,,,,,,,,
20130801,666,2234,,,,,,,,,
20151001,463,304,,,,,,,,,
20230501,19829,"8726,936",,,,,,,,,
20190301,13,"120,05",,,,,,,,,
20110501,14,15011,,,,,,,,,
20160201,5,140,,,,,,,,,
20181101,9,"5,46",,,,,,,,,
20220601,105,2007,,,,,,,,,
20110601,2430,3853,,,,,,,,,
20170501,,20543,,,,,,,,,
20190401,172,"7230,17",,,,,,,,,
20190101,7,"67,463",,,,,,,,,
20221101,2,"344,447",,,,,,,,,
20240201,5,"1557,878",,,,,,,,,
20240201,346,"566,485",,,,,,,,,
20110601,141,2735,,,,,,,,,
20211001,20,"277,789",,,,,,,,,
20170501,12,578,,,,,,,,,
20161001,38120,19425,,,,,,,,,
20220301,54287,"8182,35",,,,,,,,,
20160801,35522,2566,,,,,,,,,
20210501,22,"423,825",,,,,,,,,
20150101,2404,18694,,,,,,,,,
20120101,1,4693,,,,,,,,,
20130301,30,2,,,,,,,,,
20221201,3,"114,473",,,,,,,,,
20241201,45,"2,717",,,,,,,,,
20170401,826623,21223,,,,,,,,,
20120501,1,608,,,,,,,,,
20241201,405500,"58392,225",,,,,,,,,
20240101,,"1084,542",,,,,,,,,
20150401,1,11136,,,,,,,,,
20111201,565,1111,,,,,,,,,
20131101,8,1,,,,,,,,,
20180401,92,67,,,,,,,,,
20231201,33100,2281,,,,,,,,,
20171101,11,17,,,,,,,,,
20110201,39,530,,,,,,,,,
20220301,3,4202,,,,,,,,,
20191001,37,128,,,,,,,,,
2024/11/08,,,"18,4","17,5",24,"18,2","18,8","17,3",,,
20110601,13021,68027,,,,,,,,,
20211201,117164,40981,,,,,,,,,
20160801,521,11635,,,,,,,,,
20230101,24546,"3530,732",,,,,,,,,
20210301,1,"18,276",,,,,,,,,
20240601,239,"16,133",,,,,,,,,
20171001,2610,2561,,,,,,,,,
20190301,43615,"19506,68",,,,,,,,,
20131001,4,,,,,,,,,,
20171101,29595,4277,,,,,,,,,
20170201,1,,,,,,,,,,
20220601,8,1065,,,,,,,,,
20200601,8,3,,,,,,,,,
20161101,1,1851,,,,,,,,,
20210901,34145,32204,,,,,,,,,
20240301,41,"10677,109",,,,,,,,,
20170901,184,2033,,,,,,,,,
20110901,15,436,,,,,,,,,
20130601,121,1,,,,,,,,,
20170601,1,,,,,,,,,,
20200201,201,3842,,,,,,,,,
20150101,35803,1043,,,,,,,,,
20170201,56982,8208,,,,,,,,,
20140401,265321,39877,,,,,,,,,
20180301,77,"2679,815",,,,,,,,,
20181201,8,"563,806",,,,,,,,,
20200601,18,"9187,036",,,,,,,,,
20201201,48733,"29882,136",,,,,,,,,
20240501,1414,"93,199",,,,,,,,,
20161001,1196697,414863,,,,,,,,,
20220301,3,53,,,,,,,,,
20210201,96793,"42106,334",,,,,,,,,
20111201,183,9972,,,,,,,,,
20120801,15933,27036,,,,,,,,,
20210501,246,"9698,783",,,,,,,,,
20170701,133,2024,,,,,,,,,
20191101,4,"1,161",,,,,,,,,
20170201,268,24,,,,,,,,,
20230801,23,"1,555",,,,,,,,,
20200501,43184,"12188,995",,,,,,,,,
20190301,2668,"109714,631",,,,,,,,,
20190701,833,"888,88",,,,,,,,,
20231101,1,6,,,,,,,,,
20190801,24,"730,066",,,,,,,,,
20201201,56,"851,886",,,,,,,,,
20200901,3514,"4451,496",,,,,,,,,
20181201,65070,"1936,56",,,,,,,,,
20211101,1,,,,,,,,,,
20130301,86286,12567,,,,,,,,,
20240201,2182,"390,916",,,,,,,,,
20220701,8081,"8319,863",,,,,,,,,
20200801,1,"1424,749",,,,,,,,,
20230801,226,"3683,48",,,,,,,,,
20170101,3,20,,,,,,,,,
20201201,43066,"16513,379",,,,,,,,,
20241201,,230,,,,,,,,,
20210401,32,"1349,162",,,,,,,,,
20181201,47,"3,299",,,,,,,,,
20141001,90,10086,,,,,,,,,
20130301,125,196,,,,,,,,,
20180201,64,"2027,699",,,,,,,,,
20210401,4296,3683,,,,,,,,,
2024/01/18,,,"29,1","16,2","30,8",29,18,"15,9",,,
20230201,2,1017,,,,,,,,,
20120501,161,6964,,,,,,,,,
20120801,525,35311,,,,,,,,,
20190501,2,"2774,336",,,,,,,,,
20210401,332,"25,011",,,,,,,,,
20180701,56883,"11913,574",,,,,,,,,
20231001,8,"491,465",,,,,,,,,
20230801,1,,,,,,,,,,
20110101,72888,40647,,,,,,,,,
20140301,20,317,,,,,,,,,
20230801,47,"23,643",,,,,,,,,
20131201,78,27,,,,,,,,,
20130901,35843,40211,,,,,,,,,
20240701,142549,"51347,257",,,,,,,,,
20240501,32,"666,201",,,,,,,,,
20110701,72,82,,,,,,,,,
20240801,1,"8,974",,,,,,,,,
20181101,4,44043,,,,,,,,,
20210501,"3888,052","726,068",,,,,,,,,
20170401,2,7515,,,,,,,,,
20140401,529,481,,,,,,,,,
20220801,10,"11942,768",,,,,,,,,
20210701,"2822,663","4377,179",,,,,,,,,
20200401,"1,259","132,637",,,,,,,,,
20230301,287,"6945,755",,,,,,,,,
20181101,6445,"13331,197",,,,,,,,,
20110301,22,2224,,,,,,,,,
20240201,22662,"1434,656",,,,,,,,,
20240501,324,"38,684",,,,,,,,,
20190901,174004,12933,,,,,,,,,
20200101,3631,"1110,017",,,,,,,,,
2024/03/04,,,"23,1","19,4","26,1",23,"19,7","17,6",,,
20230101,22364,"50959,481",,,,,,,,,
20111201,16,1182,,,,,,,,,
20120201,3903,6579,,,,,,,,,
20110601,330,14597,,,,,,,,,
20130201,123,4859,,,,,,,,,
20231201,260,"24570,862",,,,,,,,,
20180901,8,"16,1",,,,,,,,,
2024/03/13,,,"21,5","20,1","21,9","21,3","20,4",20,,,
20230801,2014,"2789,732",,,,,,,,,
20110501,78,3235,,,,,,,,,
20181101,47,8477,,,,,,,,,
20231001,191,"26,698",,,,,,,,,
20120901,23,175,,,,,,,,,
20180801,14,"1,782",,,,,,,,,
20170901,292,366,,,,,,,,,
20210501,41019,23272,,,,,,,,,
20120401,,31506,,,,,,,,,
2024/06/04,,,24,"14,2","24,2","22,4","15,1","13,7",,,
20220101,93,"17,837",,,,,,,,,
20181001,6,"17346,898",,,,,,,,,
20110701,646,741,,,,,,,,,
20140501,25,7,,,,,,,,,
20151001,2,86,,,,,,,,,
20180501,119,"201,149",,,,,,,,,
20200101,211199,"23603,465",,,,,,,,,
20221201,10,447,,,,,,,,,
20121201,3,50,,,,,,,,,
20180201,38412,"3710,799",,,,,,,,,
20120201,2207,303,,,,,,,,,
20210501,218,"5175,664",,,,,,,,,
20140901,29,874,,,,,,,,,
20130501,35,,,,,,,,,,
20110101,46617,10055,,,,,,,,,
20160701,8,138,,,,,,,,,
20140301,4,21486,,,,,,,,,
20141201,5,2,,,,,,,,,
20120101,20,2,,,,,,,,,
20230401,1,,,,,,,,,,
20230401,4887,"3829,479",,,,,,,,,
20200701,13916,"2061,882",,,,,,,,,
20231001,16656,535,,,,,,,,,
20210101,35,"104574,606",,,,,,,,,
20130601,1114,164,,,,,,,,,
20210701,5312,"529,015",,,,,,,,,
20150601,"5707,978","8529,4",,,,,,,,,
20180701,1856,"3617,401",,,,,,,,,
20150701,8,7,,,,,,,,,
20150401,2,22,,,,,,,,,
20201001,962,"335,671",,,,,,,,,
20181101,29447,"13096,433",,,,,,,,,
20200601,54,"-3,548",,,,,,,,,
20120501,29,"69,691",,,,,,,,,
20220201,8068,"3935,006",,,,,,,,,
20181001,53,"3701,88",,,,,,,,,
20120701,2114,2554,,,,,,,,,
20210801,608,"18,032",,,,,,,,,
20170801,2,126,,,,,,,,,
2024/06/08,,,"16,8","14,1","17,1","16,6","14,2",14,,,
20120901,50,91,,,,,,,,,
20170301,61,57,,,,,,,,,
20200701,258,939,,,,,,,,,
20190301,27,"102,323",,,,,,,,,
20200601,4514,7820,,,,,,,,,
20200701,61,7168,,,,,,,,,
20160101,2,232,,,,,,,,,
20160901,18565,1330,,,,,,,,,
20221101,75,"745,386",,,,,,,,,
20180901,41,"43,817",,,,,,,,,
20131101,31,33320,,,,,,,,,
20220401,1,"244,61",,,,,,,,,
20181201,20,10,,,,,,,,,
20120701,,1347,,,,,,,,,
20200401,73,"624,697",,,,,,,,,
20151201,2,81,,,,,,,,,
20211001,706,"104,862",,,,,,,,,
20180501,1,2304,,,,,,,,,
20130101,15316,10317,,,,,,,,,
20200401,3984,"588,08",,,,,,,,,
20221001,797,"29849,844",,,,,,,,,
20151101,9132,4965,,,,,,,,,
20241201,299,"23664,278",,,,,,,,,
20240901,392,"58,122",,,,,,,,,
20201201,22978,"14763,816",,,,,,,,,
20220601,30,"229,593",,,,,,,,,
20190701,3884,"6964,215",,,,,,,,,
20240901,8049,"1505,793",,,,,,,,,
20130501,113,4500,,,,,,,,,
20201001,362586,"25636,179",,,,,,,,,
20230101,101,"1940,643",,,,,,,,,
20220801,1,"106,705",,,,,,,,,
20210901,30158,"15549,621",,,,,,,,,
20240301,29,"11,52",,,,,,,,,
20170201,5,,,,,,,,,,
20230201,27,"9867,248",,,,,,,,,
20201101,24,"6194,036",,,,,,,,,
20170501,1,135,,,,,,,,,
20110901,1,,,,,,,,,,
20171001,10,1,,,,,,,,,
20220501,83,"2827,169",,,,,,,,,
20240501,22697,"10699,496",,,,,,,,,
20181001,127,5866,,,,,,,,,
20211101,7,"16685,523",,,,,,,,,
20140101,5,43,,,,,,,,,
20131201,2255,777,,,,,,,,,
20210501,159,"3271,502",,,,,,,,,
20210601,89040,30601,,,,,,,,,
20240801,74341,"17464,068",,,,,,,,,
20150801,351,5715,,,,,,,,,
20220301,1168,"357,834",,,,,,,,,
20200601,108,"3601,664",,,,,,,,,
20221001,88,"3,452",,,,,,,,,
20191001,69,"736,085",,,,,,,,,
20180401,36,7616,,,,,,,,,
20161001,2,,,,,,,,,,
20161201,35,10,,,,,,,,,
20160501,273,87,,,,,,,,,
20240901,4,"26234,961",,,,,,,,,
20161001,338805,25082,,,,,,,,,
20151001,6536,7011,,,,,,,,,
20220801,17,"2339,85",,,,,,,,,
20120701,555312,135581,,,,,,,,,
20150901,34,877,,,,,,,,,
20210301,1,262,,,,,,,,,
20121101,134640,18586,,,,,,,,,
20200401,1,"50,814",,,,,,,,,
20141201,5892,12563,,,,,,,,,
20210401,63,107,,,,,,,,,
20190601,21606,"11154,966",,,,,,,,,
20120401,43968,26784,,,,,,,,,
20230301,112,"549,237",,,,,,,,,
20140201,11,5838,,,,,,,,,
20150601,64548,19876,,,,,,,,,
20201201,465,"12596,185",,,,,,,,,
20150701,86,3543,,,,,,,,,
20221201,1653,"584,355",,,,,,,,,
20230801,330,"51,049",,,,,,,,,
20140301,31,22089,,,,,,,,,
20160401,,-8,,,,,,,,,
20210101,10250,"1359,498",,,,,,,,,
20150801,1,701,,,,,,,,,
20180701,12,"11,317",,,,,,,,,
20160501,338557,24777,,,,,,,,,
20110101,13,313,,,,,,,,,
20171001,270,388,,,,,,,,,
20241101,4,"0,908",,,,,,,,,
20210901,30,"4,039",,,,,,,,,
20150101,11,155,,,,,,,,,
20190901,"378,547","694,369",,,,,,,,,
20170101,71,,,,,,,,,,
2024/03/22,,,"20,5","17,2","20,6","19,2","18,6","17,2",,,
20180201,8778,"61,886",,,,,,,,,
20170301,31275,8536,,,,,,,,,
20150701,172,3309,,,,,,,,,
20150101,16698,1020676,,,,,,,,,
20220201,1171,"19886,958",,,,,,,,,
20230801,960029,"146942,046",,,,,,,,,
20191201,1018662,"73088,42",,,,,,,,,
20120201,70853,126240,,,,,,,,,
20170601,343315,134256,,,,,,,,,
20111101,2939,6350,,,,,,,,,
20141201,762,153191,,,,,,,,,
20210201,374,"446,021",,,,,,,,,
20171001,21,735,,,,,,,,,
20240601,3,"4320,399",,,,,,,,,
20191001,1117,46211,,,,,,,,,
20131001,3,,,,,,,,,,
20170301,169,5566,,,,,,,,,
20180201,4646,"3525,682",,,,,,,,,
20231201,17570,"8423,559",,,,,,,,,
20210701,90,7,,,,,,,,,
20161201,1742,3105,,,,,,,,,
20180201,15,485,,,,,,,,,
20161201,1973,1365,,,,,,,,,
20191201,4,"8400,815",,,,,,,,,
20171201,11,47806,,,,,,,,,
20220601,53161,"19171,373",,,,,,,,,
20220501,101818,"24653,648",,,,,,,,,
20140601,1,4661,,,,,,,,,
20200601,529,13909,,,,,,,,,
20171001,17055,253,,,,,,,,,
20201201,4946,"311,711",,,,,,,,,
20240201,47,27,,,,,,,,,
20180801,42,"18928,144",,,,,,,,,
20120501,2961,2680,,,,,,,,,
20120901,14,"13720,437",,,,,,,,,
20221201,45134,"50300,714",,,,,,,,,
2024/06/18,,,"17,8","10,9","20,8","17,8","10,9","10,2",,,
20220101,39,"1334,019",,,,,,,,,
20170701,8,4527,,,,,,,,,
20121001,2658,5710,,,,,,,,,
20220901,2,"27,333",,,,,,,,,
20140401,2,57,,,,,,,,,
20240301,"401175,816","140493,926",,,,,,,,,
20191001,901,36256,,,,,,,,,
20230201,84,"1376,768",,,,,,,,,
20180401,1001,"469,528",,,,,,,,,
20200201,3,"17437,48",,,,,,,,,
20240701,101,"22,497",,,,,,,,,
20140201,2088,2623,,,,,,,,,
20240901,2,"2819,743",,,,,,,,,
20151101,84985,2513,,,,,,,,,
20201101,777,"454,67",,,,,,,,,
20111001,89,63,,,,,,,,,
20210401,,"818,163",,,,,,,,,
20140201,7,54745,,,,,,,,,
20230201,30,"97361,128",,,,,,,,,
20220901,43,"16,377",,,,,,,,,
20240101,48,"1946,253",,,,,,,,,
20211201,764,"57561,238",,,,,,,,,
20211201,173,"1079,166",,,,,,,,,
20220501,1,"4003,956",,,,,,,,,
20180201,5621,36164,,,,,,,,,
20190901,20,"154,708",,,,,,,,,
20110501,190,3,,,,,,,,,
20131001,16616,1430865,,,,,,,,,
20140201,10,,,,,,,,,,
20231001,,197,,,,,,,,,
20240101,2,"11,654",,,,,,,,,
20221101,35,"460,813",,,,,,,,,
20230501,1,"330,724",,,,,,,,,
20121201,3,16,,,,,,,,,
20131201,342,23,,,,,,,,,
20130901,20700,1492,,,,,,,,,
20181201,21084,"1243,3",,,,,,,,,
20120801,9741,1344,,,,,,,,,
20140401,27,1417,,,,,,,,,
20211101,36,"831,583",,,,,,,,,
20140801,30486,3125,,,,,,,,,
20201101,59858,"4398,025",,,,,,,,,
20150301,7,74,,,,,,,,,
20230801,2595110,"373689,908",,,,,,,,,
20150401,20261,20261,,,,,,,,,
20110201,16194,1726,,,,,,,,,
20171101,3812,1159,,,,,,,,,
20210101,34979,12102,,,,,,,,,
20171001,2033,1972,,,,,,,,,
20221101,69,639,,,,,,,,,
20150301,1,710,,,,,,,,,
20170701,762,50,,,,,,,,,
20190101,193317,"111098,284",,,,,,,,,
20200201,20,"648,983",,,,,,,,,
20171101,7,951,,,,,,,,,
20240501,8076,"7363,682",,,,,,,,,
20130901,14,226,,,,,,,,,
20230201,121,"97,881",,,,,,,,,
20130801,3535,7770,,,,,,,,,
20200101,1,"31,306",,,,,,,,,
20140501,4,38,,,,,,,,,
20201101,64151,"42765,44",,,,,,,,,
20120101,310557,42258,,,,,,,,,
20161201,11,66113,,,,,,,,,
20180501,29,"2,323",,,,,,,,,
20140201,4964,4591,,,,,,,,,
20120101,926,1256,,,,,,,,,
20120501,1,71,,,,,,,,,
20210601,7,"342,744",,,,,,,,,
20110801,43101,7090,,,,,,,,,
20110901,102,2217,,,,,,,,,
20110701,66,3035,,,,,,,,,
20200401,234675,"17181,828",,,,,,,,,
20130301,8,16,,,,,,,,,
20240701,121,"-27,647",,,,,,,,,
20181101,195,119,,,,,,,,,
20240601,3,"0,494",,,,,,,,,
20170301,21737,352,,,,,,,,,
20220401,2,,,,,,,,,,
20140701,472,44,,,,,,,,,
20230301,29,"142,999",,,,,,,,,
20160301,145,4691,,,,,,,,,
20141201,155613,44793,,,,,,,,,
20200501,1,14,,,,,,,,,
20161201,665,190284,,,,,,,,,
20120801,413523,67337,,,,,,,,,
20170601,38,2080,,,,,,,,,
20201101,90,"1798,592",,,,,,,,,
20240501,3056,1756,,,,,,,,,
20120101,7,359,,,,,,,,,
20170401,1,335,,,,,,,,,
20220801,73,"5,066",,,,,,,,,
20130201,30,10,,,,,,,,,
20150501,7995,8539,,,,,,,,,
20140201,702,30484,,,,,,,,,
20150301,20210,21470,,,,,,,,,
20200201,9,"1,366",,,,,,,,,
20140901,3,1347,,,,,,,,,
20130401,6,15335,,,,,,,,,
20140701,235489,16470,,,,,,,,,
20240701,446,"6739,867",,,,,,,,,
20150601,111812,3182,,,,,,,,,
20160401,2762,79885,,,,,,,,,
20180101,18,"0,558",,,,,,,,,
20131001,6122,6738,,,,,,,,,
20110301,52381,6759,,,,,,,,,
20241201,1209,"64429,735",,,,,,,,,
20141201,5,,,,,,,,,,
20120701,3,19160,,,,,,,,,
20161001,20988,9329,,,,,,,,,
20220301,265536,"91151,952",,,,,,,,,
20240301,70910,"1483,789",,,,,,,,,
20111201,17677,5276,,,,,,,,,
20181101,58,"1406,325",,,,,,,,,
20230301,266,73,,,,,,,,,
20170601,4,585,,,,,,,,,
2024/11/25,,,"21,5","17,6","21,6","20,3","17,8",17,,,
20191101,11996,"4153,442",,,,,,,,,
20240301,1,109308,,,,,,,,,
20180201,1,"3328,862",,,,,,,,,
20221101,147,"21,767",,,,,,,,,
20160701,5259,37358,,,,,,,,,
20140801,27,701,,,,,,,,,
20210301,5,16,,,,,,,,,
20111001,2505,3215,,,,,,,,,
20171001,22,16,,,,,,,,,
20190901,66,"2536,35",,,,,,,,,
20150101,52,281,,,,,,,,,
20170101,5229,8944,,,,,,,,,
20211001,634,"104,534",,,,,,,,,
20230701,290,"23963,791",,,,,,,,,
20240601,1,"1,759",,,,,,,,,
20180101,1,"27,873",,,,,,,,,
20130101,29124,2020,,,,,,,,,
20180301,4,"7282,677",,,,,,,,,
20210701,780,"55,353",,,,,,,,,
20240701,1,"0,12",,,,,,,,,
20140601,79758,27486,,,,,,,,,
20230501,346,"493,733",,,,,,,,,
20111201,1,909,,,,,,,,,
20200101,8,"6282,434",,,,,,,,,
2024/06/28,,,"14,7","10,2","16,1","14,7","10,8","10,1",,,
20200301,317351,"82876,25",,,,,,,,,
20181001,400,"232,98",,,,,,,,,
20211101,284713,"40382,053",,,,,,,,,
20130401,2,50093,,,,,,,,,
20130401,16,2,,,,,,,,,
20220501,2,"14,255",,,,,,,,,
20120601,8,1,,,,,,,,,
20180201,"964906,126","68705,676",,,,,,,,,
